hour,txn_velocity_per_hour,amount_rank,is_high_value,log_amount,merchant_risk_score,scaled_Amount,scaled_Time,actual_class,fraud_probability,risk_score,risk_band,fraud_label
5,16461,0.9941293577756164,1,7.210183096579758,0.0998682098281825,5.052742873304443,-0.8569492491257583,0,0.001819626,0.2,Low,Legitimate
17,16570,0.5788902660398094,0,3.5263605246161616,0.0990942339314793,-0.221292548566871,0.9188865169294944,0,0.017948618,1.8,Low,Legitimate
12,2990,0.1698272865484345,0,1.1378330018213911,0.0864373149647392,-0.344753450235675,0.2220377048639382,0,0.0002102739,0.0,None,Legitimate
10,15441,0.6336729785433645,0,3.784871219767663,0.1531508777822569,-0.1811917440416733,-0.3129809633383338,0,0.00044935418,0.0,None,Legitimate
11,10938,0.191917684607471,0,1.383791230901772,0.1895173032139089,-0.3412751152469491,-0.1903606734598818,0,0.00090941903,0.1,Low,Legitimate
2,15838,0.9109432001320192,0,5.431273593796663,0.3569555631200622,0.5560953309824249,-1.2434042654145014,0,0.0006245069,0.1,Low,Legitimate
12,2990,0.6937329489794843,0,4.070734696582967,0.0864373149647392,-0.1229396281959973,0.2336827366865012,0,0.00023645349,0.0,None,Legitimate
1,10276,0.9437215377431032,0,5.809192989064069,0.3045463557541723,0.9755345535884558,-1.3355958555034355,0,0.0047470806,0.5,Low,Legitimate
12,7243,0.9606856573047712,1,6.08541015995051,0.4344263114297182,1.3995315944555755,0.3604303796159882,0,0.0015465277,0.2,Low,Legitimate
22,15441,0.123978694343889,0,0.9162907318741552,0.1531508777822569,-0.3472322636759166,1.5167630874651308,0,0.011500801,1.2,Low,Legitimate
2,15838,0.5012657694508913,0,3.138966441639899,0.3569555631200622,-0.2649516498046735,-1.258018464482962,0,0.002372974,0.2,Low,Legitimate
19,16166,0.3069517252033833,0,2.301584592660462,0.2671306514997965,-0.3172865980833213,1.1506710834230751,0,0.0003841051,0.0,None,Legitimate
12,3492,0.4398996513428392,0,2.830267833826459,0.3033426572565479,-0.2894599181735131,0.0544166319749672,0,0.00021907265,0.0,None,Legitimate
20,17039,0.8090355925240601,0,4.66814498514948,0.2216530591346367,0.0685687004936306,1.2420624724102782,0,0.00059291284,0.1,Low,Legitimate
0,3328,0.9672883742323748,1,6.2166061010848646,0.3686770314875885,1.6458137040021537,-1.841596704806084,0,0.0014579514,0.1,Low,Legitimate
6,16453,0.2805233017446902,0,2.149433913499871,0.1590786990501735,-0.3229238996167738,-0.7380772696712053,0,0.00042095024,0.0,None,Legitimate
2,16598,0.5475848557093049,0,3.392829131991639,0.0200864022049431,-0.2382844148911073,-1.1909700353273736,0,0.0022513932,0.2,Low,Legitimate
10,17703,0.0830334226335729,0,0.6931471805599453,0.0783519917195005,-0.3492313067728856,-0.3497691560942424,0,0.00035279407,0.0,None,Legitimate
22,10938,0.3333520594648306,0,2.39698576841553,0.1895173032139089,-0.3132885118893834,1.581431971239255,0,0.0005467401,0.1,Low,Legitimate
20,15649,0.2462509699550924,0,1.8531680973566984,0.1527022786970405,-0.3317196892434373,1.2907694499972366,0,0.00083743583,0.1,Low,Legitimate
16,15365,0.5046118950728037,0,3.1654750481410856,0.1140461642323553,-0.2624728363644319,0.8220832415437408,0,0.00074869907,0.1,Low,Legitimate
3,16856,0.9847791662424028,1,6.704169226883458,0.4852558275593772,2.9044112378538216,-1.1067593983320223,0,0.0042145373,0.4,Low,Legitimate
18,16453,0.8191248810598054,0,4.740487482935721,0.1590786990501735,0.1005134091831949,1.0824855263860793,0,0.00023780097,0.0,None,Legitimate
6,16453,0.2346940208632512,0,1.790091412127358,0.1590786990501735,-0.3332789428590731,-0.737108605179636,0,0.0026278181,0.3,Low,Legitimate
13,7243,0.0199205075717942,0,0.5653138090500605,0.4344263114297182,-0.3501908474594307,0.4248044524578957,0,0.00039856878,0.0,None,Legitimate
20,15649,0.2469145772400257,0,1.8578592709325787,0.1527022786970405,-0.3315997466576192,1.3280630329226597,0,0.0030149997,0.3,Low,Legitimate
6,16461,0.6580912688241511,0,3.911222685257377,0.0998682098281825,-0.1574830929116212,-0.8250675525988862,0,0.00035103378,0.0,None,Legitimate
7,16166,0.6725536942561102,0,3.949318790171843,0.2671306514997965,-0.1497268056953816,-0.6451065364042698,0,0.0029564716,0.3,Low,Legitimate
22,17703,0.4524098775662115,0,2.903616984646185,0.0783519917195005,-0.2843023869833332,1.4896615396249164,0,0.00036787335,0.0,None,Legitimate
15,15420,0.6333446860505535,0,3.784189633918261,0.4178968939922066,-0.1813116866274914,0.7422105368367223,0,0.00084331946,0.1,Low,Legitimate
8,15649,0.3602615104263589,0,2.465553921272185,0.1527022786970405,-0.3101700046581118,-0.4884355838547793,0,0.0001461431,0.0,None,Legitimate
6,16461,0.74418816953235,0,4.330733340286331,0.0998682098281825,-0.0533729284214769,-0.8053573359878212,0,0.00043298915,0.0,None,Legitimate
7,16166,0.3227308317562419,0,2.388762789235098,0.2671306514997965,-0.3136483396468377,-0.676335437295519,0,0.0032652062,0.3,Low,Legitimate
5,16570,0.9606944351789106,1,6.085637717125231,0.0990942339314793,1.3999314030749694,-0.8775017826860141,0,0.00045826504,0.0,None,Legitimate
5,16461,0.8869848704561335,0,5.21275947818639,0.0998682098281825,0.3768211460462469,-0.8445882478963832,0,0.0032661795,0.3,Low,Legitimate
6,16453,0.1528210331908977,0,1.091923300517313,0.1590786990501735,-0.3453131823028263,-0.7086804081444461,0,0.0019473511,0.2,Low,Legitimate
9,16756,0.1797462843258768,0,1.275362800412609,0.3098079184139659,-0.3429143305864636,-0.4646822458875985,0,0.00090910797,0.1,Low,Legitimate
20,17039,0.4182621915893921,0,2.771963526845863,0.2216530591346367,-0.2932980809196936,1.243915569698498,0,0.00042619748,0.0,None,Legitimate
12,3328,0.0405204226019725,0,0.636576829071551,0.3686770314875885,-0.3496710962542187,0.0142591714222954,0,0.0007775586,0.1,Low,Legitimate
6,16453,0.8592818996724098,0,5.014428092334952,0.1590786990501735,0.2447643590604763,-0.7312123865353003,0,0.0011881794,0.1,Low,Legitimate
21,17703,0.531298388031193,0,3.291754470280773,0.0783519917195005,-0.2497189414057699,1.433815925893566,0,0.0005901623,0.1,Low,Legitimate
6,16453,0.8743025978996303,0,5.108185387662105,0.1590786990501735,0.3039360347307581,-0.7585245136128123,0,0.0067523313,0.7,Low,Legitimate
18,16453,0.8327639418974955,0,4.8283137373023015,0.1590786990501735,0.1425332950814828,1.038137539011183,0,0.0006753915,0.1,Low,Legitimate
6,16461,0.4145456396788,0,2.766319109226186,0.0998682098281825,-0.2936579086771479,-0.8263099700989426,0,0.008325493,0.8,Low,Legitimate
13,7243,0.7149543374987272,0,4.174387269895637,0.4344263114297182,-0.0973518765547944,0.4285948787292544,0,0.009696871,1.0,Low,Legitimate
13,15838,0.6031874216574733,0,3.658677945380815,0.3569555631200622,-0.2020617539740294,0.5314628361491819,0,0.00015454984,0.0,None,Legitimate
17,16461,0.5218253062600288,0,3.2577118486533987,0.0998682098281825,-0.253317218980314,0.9822076935849136,0,0.0021034079,0.2,Low,Legitimate
17,16461,0.2225893324251159,0,1.7029282555214391,0.0998682098281825,-0.3352779859560421,1.0045922665096594,0,0.00025961726,0.0,None,Legitimate
21,17703,0.8058053348407869,0,4.6491870714048655,0.0783519917195005,0.0605725281057547,1.4171380502995878,0,0.000275915,0.0,None,Legitimate
15,16856,0.738493084790753,0,4.302712827954156,0.4852558275593772,-0.0617689094287466,0.683227292469636,0,0.000116978896,0.0,None,Legitimate
19,17039,0.5400007724529242,0,3.3502549029245805,0.2216530591346367,-0.2432420417715903,1.210096544188487,0,0.0012360357,0.1,Low,Legitimate
9,17703,0.9771073042446288,1,6.448161281035564,0.0783519917195005,2.167723875758814,-0.3820088373245207,0,0.0040277713,0.4,Low,Legitimate
4,15365,0.7041417521339012,0,4.110873864173311,0.1140461642323553,-0.1133442213305462,-0.9751263170972287,0,0.0016309315,0.2,Low,Legitimate
16,15365,0.7772386212417531,0,4.510309904964132,0.1140461642323553,0.0063984601778955,0.8289481246796458,0,0.00014005252,0.0,None,Legitimate
1,7243,0.9147106637126194,0,5.471598178689843,0.4344263114297182,0.5936773412054417,-1.3976114408876088,0,0.0055075106,0.6,Low,Legitimate
7,16166,0.2225893324251159,0,1.7029282555214391,0.2671306514997965,-0.3352779859560421,-0.695413916194691,0,0.0007955374,0.1,Low,Legitimate
8,17039,0.6948407166958678,0,4.07753744390572,0.2216530591346367,-0.1213403937184221,-0.5662656699600102,0,0.0047769994,0.5,Low,Legitimate
11,10938,0.4360057863746326,0,2.8094026953624978,0.1895173032139089,-0.2908592483413915,-0.1880864176970666,0,0.00063796726,0.1,Low,Legitimate
1,10276,0.6041459655134881,0,3.661508257317805,0.3045463557541723,-0.2016219644926963,-1.3151275536380989,0,0.0018480461,0.2,Low,Legitimate
6,16461,0.7948294810169694,0,4.605170185988092,0.0998682098281825,0.0425811402330339,-0.8166443831069781,0,0.021576956,2.2,Low,Legitimate
16,15365,0.9200563890634712,0,5.525452939131784,0.1140461642323553,0.6462921555176652,0.8412880679852912,0,0.0013304206,0.1,Low,Legitimate
22,15441,0.2722036326354338,0,2.079441541679836,0.1531508777822569,-0.3252427896092578,1.4931782128877882,0,0.00035587887,0.0,None,Legitimate
4,15365,0.8309363885016872,0,4.812021740525323,0.1140461642323553,0.1344571609697282,-1.009471790700484,0,0.00034014904,0.0,None,Legitimate
3,16856,0.5953698469489865,0,3.610917912644224,0.4852558275593772,-0.2092982899850571,-1.1018107862555264,0,0.0006765569,0.1,Low,Legitimate
3,16856,0.5953698469489865,0,3.610917912644224,0.4852558275593772,-0.2092982899850571,-1.1071384409591585,0,0.0015333068,0.2,Low,Legitimate
13,15838,0.8316368628580056,0,4.8182634014488,0.3569555631200622,0.1375356873390604,0.5098574064024377,0,0.0002499083,0.0,None,Legitimate
10,15441,0.6238909156024958,0,3.725693427236653,0.1531508777822569,-0.1913069021123363,-0.3211514377454847,0,0.0005914081,0.1,Low,Legitimate
0,7695,0.5463822869522168,0,3.387098457282653,0.1935246582352076,-0.2389640895440768,-1.931977313454258,0,0.0014871059,0.1,Low,Legitimate
8,15649,0.4926072743998567,0,3.086486636822455,0.1527022786970405,-0.2696693915135202,-0.4810863684730895,0,0.0015419194,0.2,Low,Legitimate
3,16856,0.5145747822209426,0,3.218875824868201,0.4852558275593772,-0.2572753243123126,-1.1093495229507842,0,0.00016718278,0.0,None,Legitimate
11,7695,0.4137240306593588,0,2.761906873892921,0.1935246582352076,-0.2939377747107237,-0.1510876457038603,0,0.00011286215,0.0,None,Legitimate
15,16856,0.9500328292492812,1,5.9027152972553525,0.4852558275593772,1.1061920104063478,0.713276949632018,0,0.0004304719,0.0,None,Legitimate
10,15441,0.3978834789875249,0,2.63834278867739,0.1531508777822569,-0.3012942533075695,-0.3216778858387289,0,0.0003975476,0.0,None,Legitimate
7,16166,0.9370661535706636,0,5.715019106582188,0.2671306514997965,0.8557518912180745,-0.6866748778468362,0,0.0718683,7.2,Low,Legitimate
13,15838,0.191917684607471,0,1.383791230901772,0.3569555631200622,-0.3412751152469491,0.5401387007258472,0,0.00044830813,0.0,None,Legitimate
4,15420,0.9779499801620044,1,6.473890696352274,0.4178968939922066,2.233532374511033,-1.0572943354907922,0,0.0013268017,0.1,Low,Legitimate
1,15838,0.9741403827855356,1,6.372893077387905,0.3569555631200622,1.9846515089383956,-1.30217693054429,0,0.00061647256,0.1,Low,Legitimate
12,2209,0.4398996513428392,0,2.830267833826459,0.0864491338167939,-0.2894599181735131,0.1278877278681355,0,0.00014348503,0.0,None,Legitimate
11,10938,0.0830334226335729,0,0.6931471805599453,0.1895173032139089,-0.3492313067728856,-0.216830483588203,0,0.0009162277,0.1,Low,Legitimate
10,17703,0.3069517252033833,0,2.301584592660462,0.0783519917195005,-0.3172865980833213,-0.3366500696105955,0,0.0020230745,0.2,Low,Legitimate
14,16598,0.2346940208632512,0,1.790091412127358,0.0200864022049431,-0.3332789428590731,0.6268973464925006,0,8.630158e-05,0.0,None,Legitimate
0,3492,0.4160571896055925,0,2.769458829230853,0.3033426572565479,-0.2934580043674511,-1.765640773912803,0,0.00020061414,0.0,None,Legitimate
14,16598,0.1358182909830165,0,1.0260415958332745,0.0200864022049431,-0.3460728186796746,0.59120416577054,0,0.0003451905,0.0,None,Legitimate
13,7243,0.3929450469967381,0,2.6078614738467776,0.4344263114297182,-0.3029734495090235,0.3952391275412983,0,0.0037222498,0.4,Low,Legitimate
14,16598,0.5180455536556334,0,3.248434627109745,0.0200864022049431,-0.2542767596668591,0.612198915729121,0,0.00010136435,0.0,None,Legitimate
13,7243,0.0830334226335729,0,0.6931471805599453,0.4344263114297182,-0.3492313067728856,0.3831939951678698,0,0.00034131264,0.0,None,Legitimate
6,16461,0.3893864968206539,0,2.58851563240702,0.0998682098281825,-0.3040129519194473,-0.8002823763689466,0,0.0074376427,0.7,Low,Legitimate
8,15649,0.286234186659738,0,2.178155014615869,0.1527022786970405,-0.3219243780682893,-0.522928462924143,0,0.0013446861,0.1,Low,Legitimate
22,15441,0.1358182909830165,0,1.0260415958332745,0.1531508777822569,-0.3460728186796746,1.5282185979741258,0,0.0006242941,0.1,Low,Legitimate
15,16856,0.589590494615652,0,3.58351893845611,0.4852558275593772,-0.2132963761789951,0.7311340689548632,0,0.001403451,0.1,Low,Legitimate
20,15649,0.3893864968206539,0,2.58851563240702,0.1527022786970405,-0.3040129519194473,1.335833406778945,0,0.000982876,0.1,Low,Legitimate
2,15838,0.36851973441664,0,2.518502599216516,0.3569555631200622,-0.3076112294939915,-1.2793290832974895,0,0.0045458525,0.5,Low,Legitimate
16,15365,0.9301404108747328,0,5.639599445879288,0.1140461642323553,0.7676340715036821,0.8775919284954151,0,0.0024705997,0.2,Low,Legitimate
16,15365,0.1358182909830165,0,1.0260415958332745,0.1140461642323553,-0.3460728186796746,0.8628092660371164,0,0.0018241684,0.2,Low,Legitimate
17,16461,0.7804688789250265,0,4.51085950651685,0.0998682098281825,0.0065983644875923,0.9771537918897688,0,0.00017293081,0.0,None,Legitimate
11,15441,0.5407065135337263,0,3.3575937441800234,0.1531508777822569,-0.2424024436708634,-0.2594517212172579,0,0.002234121,0.2,Low,Legitimate
13,10276,0.5501444838083334,0,3.4011973816621555,0.3045463557541723,-0.2372848933426228,0.4497370341539436,0,0.00018909058,0.0,None,Legitimate
22,10938,0.7921873409010313,0,4.59390699370938,0.1895173032139089,0.0381032836958234,1.6012895933164284,0,0.0025679693,0.3,Low,Legitimate
22,15441,0.2473850712938937,0,1.8656293177945105,0.1531508777822569,-0.3313998423479223,1.5106562895834974,0,0.0045033023,0.5,Low,Legitimate
10,17703,0.1709842103599981,0,1.1568811967920856,0.0783519917195005,-0.3445135650640387,-0.3477475954161845,0,0.00094185874,0.1,Low,Legitimate
10,17703,0.9492638874746758,0,5.8888779583328805,0.0783519917195005,1.08608163685084,-0.3660048152898952,0,0.0030291956,0.3,Low,Legitimate
1,15838,0.5824733942634837,0,3.554776469590456,0.3569555631200622,-0.2173744240968118,-1.304514360078295,0,0.0011108784,0.1,Low,Legitimate
7,16166,0.9111995140568876,0,5.43372200355424,0.2671306514997965,0.5583342592510301,-0.6347670958529527,0,0.03184213,3.2,Low,Legitimate
14,16598,0.837823508551405,0,4.86128418897221,0.0200864022049431,0.1592852762340828,0.6461864046289701,0,0.00058985694,0.1,Low,Legitimate
12,7243,0.6022446779749093,0,3.6514371586380654,0.4344263114297182,-0.2031812181083321,0.3801195383033233,0,0.010705386,1.1,Low,Legitimate
11,10938,0.0830334226335729,0,0.6931471805599453,0.1895173032139089,-0.3492313067728856,-0.2167041360458244,0,0.0006148129,0.1,Low,Legitimate
13,15838,0.3628720501953955,0,2.4840729690394228,0.3569555631200622,-0.3092904256954454,0.5470456997092119,0,0.0002895457,0.0,None,Legitimate
15,16856,0.0199205075717942,0,0.5653138090500605,0.4852558275593772,-0.3501908474594307,0.7148141780642913,0,0.9967393,99.7,Critical,Legitimate
17,16461,0.2574515373568767,0,1.9459101490553128,0.0998682098281825,-0.3292408758031958,0.9946739844329376,0,0.0002933376,0.0,None,Legitimate
4,15420,0.5709287341954377,0,3.4688560301359703,0.4178968939922066,-0.2288889123353531,-1.0527037081177024,0,0.0021141265,0.2,Low,Legitimate
3,16856,0.5638011003943021,0,3.4339872044851463,0.4852558275593772,-0.2332868071486848,-1.1466220479524776,0,0.00076197763,0.1,Low,Legitimate
15,15420,0.4248859754149301,0,2.772588722239781,0.4178968939922066,-0.2932581000577542,0.7456429784046749,0,0.0005955226,0.1,Low,Legitimate
7,17039,0.0492034957005972,0,0.6418538861723948,0.2216530591346367,-0.3496311153922793,-0.600274216783589,0,0.000975594,0.1,Low,Legitimate
0,2990,0.5539663702085974,0,3.4232849781261603,0.0864373149647392,-0.2346061755926844,-1.5740347258956238,0,0.00014381063,0.0,None,Legitimate
19,16166,0.9422889886835648,0,5.786866706049599,0.2671306514997965,0.9461086392010724,1.1627372737202335,0,0.00039376097,0.0,None,Legitimate
7,16166,0.2927298135228418,0,2.2049722641270453,0.2671306514997965,-0.3209648373817442,-0.6334404466579772,0,0.00030358348,0.0,None,Legitimate
19,17039,0.5638011003943021,0,3.4339872044851463,0.2216530591346367,-0.2332868071486848,1.2146239977903877,0,0.0002342095,0.0,None,Legitimate
19,16166,0.821250882176351,0,4.7535901911063645,0.2671306514997965,0.1065505193360412,1.1511132998214006,0,0.00059045147,0.1,Low,Legitimate
8,17039,0.1782540457221908,0,1.252762968495368,0.2216530591346367,-0.3432341774819786,-0.5699508066127199,0,0.0076995883,0.8,Low,Legitimate
10,17703,0.0830334226335729,0,0.6931471805599453,0.0783519917195005,-0.3492313067728856,-0.3301221132543668,0,0.10745159,10.7,Low,Legitimate
10,17703,0.0830334226335729,0,0.6931471805599453,0.0783519917195005,-0.3492313067728856,-0.3544229572385217,0,0.000456421,0.0,None,Legitimate
17,16461,0.925907719964748,0,5.590427122326969,0.0998682098281825,0.7136599078855198,0.968330521846995,0,0.0024314034,0.2,Low,Legitimate
13,7243,0.0830334226335729,0,0.6931471805599453,0.4344263114297182,-0.3492313067728856,0.3841626596594392,0,0.0001375595,0.0,None,Legitimate
7,17039,0.5188531180764517,0,3.254242968705492,0.2216530591346367,-0.2536770467377685,-0.6066758255974392,0,0.0014245923,0.1,Low,Legitimate
6,16453,0.9294785591646272,0,5.6345752944925,0.1590786990501735,0.7619967699702296,-0.7615357967061694,0,0.0006740209,0.1,Low,Legitimate
5,16570,0.6165368126485655,0,3.7123518102990793,0.0990942339314793,-0.1935058495190022,-0.922965840018588,0,0.00036803487,0.0,None,Legitimate
3,16598,0.4849933463714024,0,3.044522437723423,0.0200864022049431,-0.2732676690880644,-1.1720179039705805,0,0.00012604381,0.0,None,Legitimate
19,16166,0.1528210331908977,0,1.091923300517313,0.2671306514997965,-0.3453131823028263,1.1480388429568542,0,0.0003580782,0.0,None,Legitimate
18,16453,0.9614265098821309,1,6.101327411963226,0.1590786990501735,1.4277181021228385,1.0819590782928352,0,6.931768e-05,0.0,None,Legitimate
